real,prediccion_logistic,probabilidad_tardia_logistic,prediccion_random_forest,probabilidad_tardia_random_forest,resultado_logistic,nivel_riesgo_logistic
1,0,0.4676205604875765,0,0.46051637146320706,A tiempo,Medio
0,0,0.4443717838256143,0,0.4460616795168873,A tiempo,Medio
0,0,0.4515841631014014,0,0.4488713691786959,A tiempo,Medio
0,1,0.5318443665357961,1,0.5296876575604326,Tardía,Medio
0,1,0.5428696458357737,1,0.5778714678173997,Tardía,Medio
0,1,0.5162231802948947,1,0.5852392512811129,Tardía,Medio
1,0,0.44800249590728836,0,0.4022815558271144,A tiempo,Medio
1,1,0.5141658742914166,1,0.5940499484367919,Tardía,Medio
0,0,0.38190045784677723,0,0.3818882140828885,A tiempo,Medio
0,1,0.5193838763859924,0,0.4694770710861404,Tardía,Medio
0,0,0.4981763502440205,1,0.5330099433709028,A tiempo,Medio
0,0,0.470752008932499,0,0.4485341395527187,A tiempo,Medio
0,1,0.506969219596252,1,0.5269633101539175,Tardía,Medio
0,1,0.5806347253800092,0,0.49920931958195114,Tardía,Medio
0,0,0.48680627010027183,1,0.574569881086215,A tiempo,Medio
0,0,0.4830945962448828,0,0.3594848452241451,A tiempo,Medio
1,1,0.5483387734264897,1,0.5512839870390683,Tardía,Medio
0,0,0.4856172588284273,0,0.46581866866242594,A tiempo,Medio
1,0,0.4189902974434607,0,0.38816355221452314,A tiempo,Medio
0,1,0.5276587838611031,1,0.5597639534808035,Tardía,Medio
0,0,0.43577004268909625,0,0.3796301639925885,A tiempo,Medio
0,0,0.4238910576677992,0,0.39679316713641977,A tiempo,Medio
0,0,0.41277464967293487,1,0.5164204741940978,A tiempo,Medio
0,1,0.5676336503330661,1,0.5933947730603576,Tardía,Medio
1,0,0.4069741200810907,0,0.4185635521241908,A tiempo,Medio
0,1,0.5598257040363686,0,0.4590965756646506,Tardía,Medio
1,1,0.6194709713978203,1,0.603685451739794,Tardía,Alto
0,0,0.45793128960997975,0,0.3395346174205162,A tiempo,Medio
0,1,0.5440664583103328,1,0.5109920975682983,Tardía,Medio
0,0,0.49123475210888895,0,0.4228872436187652,A tiempo,Medio
0,1,0.5853909303213284,1,0.5784467897985214,Tardía,Medio
0,0,0.4615895920572099,0,0.46004999210794817,A tiempo,Medio
0,1,0.5094192482719755,1,0.5162636707447256,Tardía,Medio
1,1,0.5634484704995458,1,0.5227549882070603,Tardía,Medio
1,0,0.46559238957487586,0,0.38453341461731855,A tiempo,Medio
1,1,0.5492762371910024,1,0.5210150315851942,Tardía,Medio
1,1,0.5084039013573526,1,0.6206446231256428,Tardía,Medio
0,0,0.4288983173062484,0,0.4611210642906918,A tiempo,Medio
1,1,0.6028304214760141,0,0.42627106553593747,Tardía,Alto
0,1,0.5890245300159959,1,0.5896287671026962,Tardía,Medio
1,1,0.5730392382589905,1,0.6302449716019791,Tardía,Medio
1,0,0.42541640790906277,0,0.33879872107891906,A tiempo,Medio
0,0,0.44072267255504183,0,0.36333631286668533,A tiempo,Medio
0,1,0.581086746141797,1,0.6084408180964104,Tardía,Medio
0,1,0.5138111022544859,0,0.42013637987632263,Tardía,Medio
0,0,0.4653221894191664,1,0.533224751305971,A tiempo,Medio
0,0,0.405261110628826,0,0.48994634074230015,A tiempo,Medio
0,1,0.5224427363919649,0,0.2796004060695814,Tardía,Medio
0,1,0.5530099751844308,1,0.5659508764481247,Tardía,Medio
0,1,0.5583397176765752,1,0.5837205260802336,Tardía,Medio
0,0,0.45756336187182084,0,0.44202837122525407,A tiempo,Medio
0,1,0.5767889769591319,1,0.5639577006880662,Tardía,Medio
1,1,0.5823477004101661,0,0.4906098351179491,Tardía,Medio
0,1,0.5408847467895324,1,0.5553106704781933,Tardía,Medio
0,1,0.5407450796179148,0,0.49620832864862174,Tardía,Medio
0,1,0.5807996104661498,1,0.5946418355548261,Tardía,Medio
0,0,0.4328697770402622,0,0.3544350771045358,A tiempo,Medio
0,0,0.4636235645825973,0,0.40842751723448,A tiempo,Medio
0,0,0.43727676549351735,0,0.4720858627776399,A tiempo,Medio
0,1,0.5315843429999649,1,0.6213085325055077,Tardía,Medio
0,1,0.5048805557598167,0,0.4233873667116279,Tardía,Medio
0,1,0.5788193390382956,1,0.5533899661013748,Tardía,Medio
1,1,0.5165832649677284,0,0.4550063621478977,Tardía,Medio
0,0,0.4765079091737969,0,0.4561229350918585,A tiempo,Medio
1,0,0.4956013763382181,1,0.5645346745356608,A tiempo,Medio
0,1,0.5190289768362522,0,0.45936133083681036,Tardía,Medio
0,0,0.47090915896197677,0,0.4325642211830277,A tiempo,Medio
0,0,0.4723650908993044,0,0.38988473842465254,A tiempo,Medio
0,0,0.3661221465191785,0,0.3316719906275807,A tiempo,Medio
1,1,0.562502572373654,1,0.5085786743603259,Tardía,Medio
1,0,0.38027377958426734,0,0.38095142320536285,A tiempo,Medio
1,0,0.4755792090770555,0,0.43855416950440085,A tiempo,Medio
0,0,0.48472600527896564,0,0.39314624808424986,A tiempo,Medio
1,1,0.5754898981502558,1,0.5337649589988548,Tardía,Medio
0,0,0.4838777762769802,0,0.4293701089670675,A tiempo,Medio
1,1,0.6224688213137037,1,0.5562198210067191,Tardía,Alto
0,0,0.45293578016938846,0,0.40245873600327337,A tiempo,Medio
0,1,0.5788157708689183,0,0.4995274147381757,Tardía,Medio
0,0,0.43233275712129504,0,0.3423798241493705,A tiempo,Medio
0,1,0.5423173158019526,1,0.5466568367413935,Tardía,Medio
0,0,0.4163721486259871,0,0.3622230137429603,A tiempo,Medio
0,0,0.4858440032243645,0,0.3980904691042654,A tiempo,Medio
0,1,0.572648155505422,1,0.5884003502794762,Tardía,Medio
1,0,0.3419347243858617,0,0.35223675151758244,A tiempo,Medio
0,0,0.44394057601094994,0,0.28633342754326285,A tiempo,Medio
0,1,0.5766965584281698,1,0.6655898111945736,Tardía,Medio
0,1,0.5278293199004394,0,0.4833735750280128,Tardía,Medio
0,1,0.5727459702426679,1,0.6124690738772544,Tardía,Medio
1,1,0.500207498747974,1,0.5185610357694199,Tardía,Medio
1,0,0.43942130891032805,0,0.34739394866471,A tiempo,Medio
0,0,0.42670865130215097,1,0.5224628432196021,A tiempo,Medio
0,0,0.4328605302525359,0,0.2920419207400286,A tiempo,Medio
1,0,0.43623169912954735,0,0.4501199581215265,A tiempo,Medio
0,1,0.5316393232055738,1,0.5492198809802652,Tardía,Medio
0,1,0.5751895344105742,1,0.5922014071920583,Tardía,Medio
1,0,0.45551156080548205,0,0.4824041289969772,A tiempo,Medio
0,0,0.48592744744257227,0,0.4528114255190181,A tiempo,Medio
0,1,0.5945576834085144,1,0.5002746565928754,Tardía,Medio
0,0,0.4202298369202536,0,0.42937865924725654,A tiempo,Medio
1,0,0.4206078911451687,0,0.4148750121207497,A tiempo,Medio
1,1,0.5261990957884413,0,0.4129060543471779,Tardía,Medio
1,0,0.43281379096322103,0,0.38249568482866386,A tiempo,Medio
1,1,0.5596083921419821,1,0.549338816232479,Tardía,Medio
0,0,0.4497764657049197,0,0.31795750288351854,A tiempo,Medio
1,1,0.5341240170039567,1,0.5160988069788882,Tardía,Medio
0,1,0.5521094300736445,0,0.4798904161603714,Tardía,Medio
0,1,0.5728486622940462,1,0.5444874942320244,Tardía,Medio
0,1,0.5531868220948837,1,0.5189626056185163,Tardía,Medio
1,1,0.5485737370448283,1,0.6269319505573415,Tardía,Medio
0,1,0.5439060737305057,1,0.5562799822528777,Tardía,Medio
0,0,0.4229193684386687,0,0.4595166512462672,A tiempo,Medio
0,0,0.4045380885599202,0,0.3690823684380633,A tiempo,Medio
0,0,0.44977285075227535,0,0.4006416076377758,A tiempo,Medio
0,1,0.6016203678503456,0,0.4667836968154099,Tardía,Alto
0,0,0.4398374686296007,0,0.3370293133696329,A tiempo,Medio
1,1,0.5861818184647644,1,0.5698270487235702,Tardía,Medio
1,0,0.39067878959878666,0,0.3940926245125486,A tiempo,Medio
0,1,0.5091524520287973,0,0.41707706500158814,Tardía,Medio
1,1,0.5429714849081523,1,0.5455383571716385,Tardía,Medio
0,0,0.49248280409723366,0,0.44580773083571656,A tiempo,Medio
1,1,0.5942161376383317,1,0.6065275112881248,Tardía,Medio
0,0,0.4642080867537073,0,0.32132132863528823,A tiempo,Medio
0,0,0.3986470005200894,0,0.261632975054982,A tiempo,Medio
1,1,0.5714221854066812,0,0.36488855545299226,Tardía,Medio
0,1,0.5712414526643206,1,0.5862133037335306,Tardía,Medio
1,1,0.5901776110149356,1,0.5265839720581004,Tardía,Medio
1,0,0.47190979349809076,1,0.592920606817319,A tiempo,Medio
0,0,0.3393866808324856,0,0.36793703677064565,A tiempo,Medio
0,1,0.555630866515997,1,0.593737169386639,Tardía,Medio
0,0,0.49343690283399416,0,0.4431814540970951,A tiempo,Medio
0,1,0.5341953871818725,1,0.5619632080371864,Tardía,Medio
0,0,0.3643128538610352,0,0.3689289907613689,A tiempo,Medio
0,0,0.436691482332907,0,0.4030703176349494,A tiempo,Medio
0,0,0.3906763693926331,0,0.3475710445869166,A tiempo,Medio
0,0,0.4253208717500039,0,0.34401788434571157,A tiempo,Medio
1,0,0.4140602832681154,0,0.43514655965852816,A tiempo,Medio
0,1,0.6193688465383015,1,0.6093044214206976,Tardía,Alto
1,1,0.5410961019118973,1,0.6027451330508489,Tardía,Medio
0,0,0.4476203364787063,0,0.43924739083002917,A tiempo,Medio
0,0,0.34588100961792534,0,0.33353084478090295,A tiempo,Medio
0,0,0.38986239303051073,0,0.2789107953773745,A tiempo,Medio
0,0,0.4337632857297908,0,0.34215008501602884,A tiempo,Medio
1,0,0.4453987035083371,0,0.45820552208373877,A tiempo,Medio
1,1,0.5551460482971893,1,0.5817511366695242,Tardía,Medio
1,1,0.5155347368538667,1,0.5539735858783968,Tardía,Medio
0,0,0.46558667458025166,0,0.44402906573786977,A tiempo,Medio
0,1,0.593215034583827,1,0.5027461329094107,Tardía,Medio
0,0,0.4547388741960151,0,0.3658066032050498,A tiempo,Medio
1,0,0.4347628934621941,0,0.4059431768885248,A tiempo,Medio
1,1,0.5641916217953122,1,0.6146912745497584,Tardía,Medio
1,1,0.6085483799888689,1,0.5306089043489967,Tardía,Alto
0,1,0.5091464910088942,0,0.4494421192311583,Tardía,Medio
0,0,0.40853874353302716,0,0.4487509401282568,A tiempo,Medio
0,1,0.6016999870097951,1,0.5757595587242398,Tardía,Alto
0,1,0.5907960148154852,1,0.5685023876169042,Tardía,Medio
0,1,0.591850754986532,1,0.587780935028322,Tardía,Medio
0,1,0.5936207368772068,0,0.4254889525159302,Tardía,Medio
1,0,0.3591456019017589,0,0.3925322535014661,A tiempo,Medio
0,0,0.46015531214641614,0,0.39838876771680304,A tiempo,Medio
0,1,0.5107496063460787,0,0.4133614304360394,Tardía,Medio
0,1,0.5102242484339735,1,0.5014673299292223,Tardía,Medio
0,1,0.5204621832898316,1,0.596658022124539,Tardía,Medio
1,1,0.5256321903910446,1,0.5496985674558635,Tardía,Medio
1,1,0.554994451397838,1,0.6091372589175612,Tardía,Medio
1,1,0.5029621978035553,1,0.5144236498604624,Tardía,Medio
0,1,0.5629221859493522,1,0.5954785097347137,Tardía,Medio
0,0,0.4712725963594585,0,0.4197529048972604,A tiempo,Medio
0,0,0.3436749267722238,0,0.3536577071519823,A tiempo,Medio
0,1,0.581316780029001,1,0.5903627908915152,Tardía,Medio
0,0,0.4487898853316987,0,0.3773624940404791,A tiempo,Medio
0,0,0.3736826327035887,0,0.3600090972141365,A tiempo,Medio
1,1,0.5146833306712122,1,0.5693262312912997,Tardía,Medio
1,1,0.5277238359565389,1,0.5641335629731932,Tardía,Medio
0,0,0.4907519954877014,0,0.4738499795660271,A tiempo,Medio
0,1,0.5257955452969314,1,0.578662743711627,Tardía,Medio
0,1,0.5563412808900265,1,0.5772669811636206,Tardía,Medio
0,0,0.354958625341891,0,0.45391661326350297,A tiempo,Medio
1,1,0.5323667119336385,1,0.5977033889668818,Tardía,Medio
0,0,0.3936580109497258,0,0.32454295376576087,A tiempo,Medio
1,1,0.6318028612509545,1,0.6253265403107404,Tardía,Alto
0,1,0.5355629804625048,1,0.5402118972993696,Tardía,Medio
0,0,0.39773783842572036,0,0.3768526460182771,A tiempo,Medio
0,0,0.4065048811168688,0,0.4437794136107002,A tiempo,Medio
0,1,0.5089635011277472,1,0.5769832943265186,Tardía,Medio
0,0,0.3247719283847286,0,0.3036523618841856,A tiempo,Medio
1,1,0.5776316482678389,1,0.5735904255214858,Tardía,Medio
1,1,0.6261380856658371,1,0.5443934936097135,Tardía,Alto
0,0,0.3654408494513408,0,0.3154737079644341,A tiempo,Medio
1,0,0.44906982838977977,0,0.3583797184605547,A tiempo,Medio
1,0,0.45213761432062305,0,0.39312120253819094,A tiempo,Medio
0,0,0.41169090900994837,0,0.49115281558557344,A tiempo,Medio
0,0,0.4101988487053704,0,0.36966282915233384,A tiempo,Medio
0,1,0.5931830433232415,1,0.5620207858090833,Tardía,Medio
0,0,0.3775063990518493,0,0.31481762286367393,A tiempo,Medio
0,1,0.5711950415792361,1,0.6030627568306243,Tardía,Medio
0,0,0.4070107071573122,0,0.40249195961765005,A tiempo,Medio
1,1,0.512702681089889,0,0.42211819848618787,Tardía,Medio
1,1,0.5665593726621512,1,0.6176466206495627,Tardía,Medio
0,1,0.5824329699261404,1,0.5783125649608157,Tardía,Medio
0,0,0.4907994651973375,0,0.4330775394181144,A tiempo,Medio
1,1,0.5707227176160709,1,0.5798229875955959,Tardía,Medio
1,1,0.5786834839846331,1,0.6402025775827522,Tardía,Medio
0,0,0.3380483587551843,0,0.3972194942525203,A tiempo,Medio
0,1,0.61602972802771,1,0.5183521532107188,Tardía,Alto
0,0,0.4759442023604615,0,0.3064329318381094,A tiempo,Medio
1,1,0.5353942193539055,1,0.5992267172998925,Tardía,Medio
1,0,0.493368717091878,0,0.33624789332997357,A tiempo,Medio
1,1,0.6207006352673177,1,0.5418146721132636,Tardía,Alto
0,1,0.5764184460790391,1,0.5181541291230782,Tardía,Medio
1,1,0.5215016205389555,0,0.47767037615705876,Tardía,Medio
0,0,0.45591484907195723,1,0.5569724504583716,A tiempo,Medio
0,0,0.35364451527528795,0,0.4680449387610641,A tiempo,Medio
0,0,0.4838971950025743,0,0.37154144413411566,A tiempo,Medio
1,1,0.5049519149962765,1,0.5049843583053029,Tardía,Medio
1,0,0.45820839925893275,0,0.3886097038729911,A tiempo,Medio
1,1,0.5503218440509584,1,0.5515702152018097,Tardía,Medio
0,1,0.5834237881546634,1,0.581181312016077,Tardía,Medio
0,0,0.47116064415185643,0,0.44301906717365097,A tiempo,Medio
0,0,0.4830155751926905,0,0.3012642278959111,A tiempo,Medio
1,1,0.5589084927093806,1,0.6552197242644324,Tardía,Medio
0,1,0.5435145391175372,1,0.5170069550932818,Tardía,Medio
1,1,0.527918770971882,0,0.4933957366098909,Tardía,Medio
0,0,0.4953497083108972,0,0.48511877834006883,A tiempo,Medio
0,1,0.5861829616371692,1,0.5860363728676893,Tardía,Medio
1,1,0.5978394979216318,1,0.5815033889863193,Tardía,Medio
0,0,0.3794704460504433,0,0.3729477176343224,A tiempo,Medio
0,0,0.3739511781288395,0,0.38777976822164395,A tiempo,Medio
0,1,0.5119193485031077,0,0.494677528451057,Tardía,Medio
1,0,0.4371529228774883,0,0.3476479047739612,A tiempo,Medio
0,0,0.4934760506489158,1,0.511701690667139,A tiempo,Medio
