peso_carga,cantidad_paquetes,distancia_real_km,precio_combustible,costo_envio,fecha_salida_anio,fecha_salida_mes,fecha_salida_dia,fecha_salida_dia_semana,fecha_salida_fin_semana,fecha_salida_semana,fecha_salida_trimestre,hora_salida_num,tipo_combustible,minutos_retraso_real,minutos_retraso_predicho,error_minutos,error_absoluto,nivel_retraso_real,nivel_retraso_predicho
3.05,11,423.74,24.81,3011.7,2026,3,1,6,1,9,1,6.633333333333333,Diesel,0,7.627551791276104,-7.627551791276104,7.627551791276104,Sin retraso,Retraso leve
0.92,38,340.74,23.27,2599.7,2026,6,29,0,0,27,2,15.75,Gasolina,0,13.149229251422218,-13.149229251422218,13.149229251422218,Sin retraso,Retraso leve
0.3,4,500.04,23.91,3062.2,2026,6,23,1,0,26,2,10.033333333333333,Gasolina,25,29.20622619329703,-4.206226193297031,4.206226193297031,Retraso moderado,Retraso moderado
6.21,57,259.19,24.82,2872.95,2026,8,8,5,1,32,3,10.916666666666666,Diesel,0,6.043728213245455,-6.043728213245455,6.043728213245455,Sin retraso,Retraso leve
1.52,51,168.48,26.85,1902.4,2026,1,3,5,1,1,1,15.433333333333334,Diesel,24,5.323042657637862,18.676957342362137,18.676957342362137,Retraso moderado,Retraso leve
1.49,56,282.05,25.39,2507.25,2026,3,29,6,1,13,1,7.266666666666667,Gasolina,0,15.563369729730207,-15.563369729730207,15.563369729730207,Sin retraso,Retraso moderado
0.92,4,238.92,23.85,1818.6,2026,1,2,4,0,1,1,18.883333333333333,Gasolina,0,18.210623484174686,-18.210623484174686,18.210623484174686,Sin retraso,Retraso moderado
0.48,22,148.1,23.48,1464.5,2026,1,20,1,0,4,1,11.666666666666666,Gasolina,0,2.4135555993616222,-2.4135555993616222,2.4135555993616222,Sin retraso,Retraso leve
1.58,32,233.32,23.8,2080.6,2026,5,22,4,0,21,2,12.916666666666666,Gasolina,0,3.7496349267034375,-3.7496349267034375,3.7496349267034375,Sin retraso,Retraso leve
0.66,55,180.98,23.42,1910.9,2026,5,31,6,1,22,2,15.366666666666667,Gasolina,0,1.3508802386089525,-1.3508802386089525,1.3508802386089525,Sin retraso,Retraso leve
0.26,44,132.0,26.34,1538.0,2026,6,24,2,0,26,2,11.9,Diesel,10,5.104695097481701,4.895304902518299,4.895304902518299,Retraso leve,Retraso leve
22.91,55,158.5,26.17,4023.5,2026,6,15,0,0,25,2,10.166666666666666,Diesel,40,16.15148899149916,23.84851100850084,23.84851100850084,Retraso alto,Retraso moderado
6.81,13,413.8,25.02,3354.0,2026,5,23,5,1,21,2,16.366666666666667,Diesel,50,14.015988404740014,35.984011595259986,35.984011595259986,Retraso alto,Retraso leve
0.79,66,295.99,24.54,2586.95,2026,6,11,3,0,24,2,5.7,Gasolina,58,5.496258383593273,52.50374161640673,52.50374161640673,Retraso alto,Retraso leve
3.19,51,424.36,24.46,3348.8,2026,1,27,1,0,5,1,18.166666666666668,Diesel,0,17.802191218879003,-17.802191218879003,17.802191218879003,Sin retraso,Retraso moderado
13.9,48,441.08,26.03,4479.4,2026,4,17,4,0,16,2,12.583333333333334,Diesel,0,10.748986361144397,-10.748986361144397,10.748986361144397,Sin retraso,Retraso leve
1.19,18,300.04,24.13,2263.2,2026,6,11,3,0,24,2,9.85,Diesel,60,33.26638589933227,26.73361410066773,26.73361410066773,Retraso alto,Retraso alto
4.74,41,343.99,24.06,3021.95,2026,5,3,6,1,18,2,6.1,Diesel,29,12.516375659458562,16.48362434054144,16.48362434054144,Retraso moderado,Retraso leve
1.03,50,438.68,25.01,3196.4,2026,6,11,3,0,24,2,5.383333333333334,Gasolina,47,2.236050804922756,44.763949195077245,44.763949195077245,Retraso alto,Retraso leve
0.89,77,207.64,25.3,2243.2,2026,1,8,3,0,2,1,9.566666666666666,Gasolina,0,13.391160025430583,-13.391160025430583,13.391160025430583,Sin retraso,Retraso leve
1.14,58,196.96,25.46,2062.8,2026,2,18,2,0,8,1,8.916666666666666,Gasolina,0,12.027320171749247,-12.027320171749247,12.027320171749247,Sin retraso,Retraso leve
6.68,43,332.92,26.4,3176.6,2026,1,15,3,0,3,1,8.2,Diesel,38,17.8446066259011,20.1553933740989,20.1553933740989,Retraso alto,Retraso moderado
4.31,72,126.18,26.06,2137.9,2026,1,8,3,0,2,1,9.916666666666666,Diesel,0,16.037206510124882,-16.037206510124882,16.037206510124882,Sin retraso,Retraso moderado
0.76,18,298.18,26.93,2210.9,2026,4,15,2,0,16,2,9.816666666666666,Diesel,0,27.651050786902942,-27.651050786902942,27.651050786902942,Sin retraso,Retraso moderado
3.9,67,40.37,25.61,1627.85,2026,8,4,1,0,32,3,15.866666666666667,Diesel,0,8.189210909887997,-8.189210909887997,8.189210909887997,Sin retraso,Retraso leve
0.63,33,429.95,25.26,2976.75,2026,7,21,1,0,30,3,9.3,Gasolina,36,25.006112336233645,10.993887663766355,10.993887663766355,Retraso alto,Retraso moderado
0.4,50,41.68,23.52,1148.4,2026,7,25,5,1,30,3,16.133333333333333,Gasolina,0,2.487463319605565,-2.487463319605565,2.487463319605565,Sin retraso,Retraso leve
17.35,68,409.29,25.65,4825.45,2026,3,11,2,0,11,1,10.933333333333334,Diesel,0,12.035751541979469,-12.035751541979469,12.035751541979469,Sin retraso,Retraso leve
0.34,5,128.09,24.92,1214.45,2026,4,22,2,0,17,2,6.416666666666667,Gasolina,0,7.0909132226557485,-7.0909132226557485,7.0909132226557485,Sin retraso,Retraso leve
0.75,67,178.43,23.01,2003.15,2026,1,17,5,1,3,1,20.466666666666665,Gasolina,0,4.471232661666858,-4.471232661666858,4.471232661666858,Sin retraso,Retraso leve
27.51,20,420.75,25.48,5514.75,2026,2,17,1,0,8,1,16.666666666666668,Diesel,0,17.670453519394968,-17.670453519394968,17.670453519394968,Sin retraso,Retraso moderado
1.12,40,27.48,24.02,1069.4,2026,5,9,5,1,19,2,9.033333333333333,Diesel,0,16.124763521447893,-16.124763521447893,16.124763521447893,Sin retraso,Retraso moderado
0.56,60,262.14,23.73,2346.7,2026,3,8,6,1,10,1,10.6,Gasolina,0,2.7837114279170687,-2.7837114279170687,2.7837114279170687,Sin retraso,Retraso leve
3.6,48,411.72,24.39,3302.6,2026,2,10,1,0,7,1,14.866666666666667,Diesel,0,19.342338036937193,-19.342338036937193,19.342338036937193,Sin retraso,Retraso moderado
5.62,30,155.14,26.52,2077.7,2026,7,23,3,0,30,3,13.133333333333333,Diesel,0,3.1420459929526463,-3.1420459929526463,3.1420459929526463,Sin retraso,Retraso leve
0.85,3,283.32,24.86,2025.6,2026,5,20,2,0,21,2,11.766666666666667,Gasolina,0,7.872898403267113,-7.872898403267113,7.872898403267113,Sin retraso,Retraso leve
0.28,53,408.3,24.51,2993.5,2026,6,24,2,0,26,2,16.516666666666666,Gasolina,0,13.67019471208892,-13.67019471208892,13.67019471208892,Sin retraso,Retraso leve
1.21,40,207.28,24.42,1977.4,2026,5,21,3,0,21,2,16.383333333333333,Diesel,0,2.161396021425725,-2.161396021425725,2.161396021425725,Sin retraso,Retraso leve
0.98,31,40.49,25.33,1048.45,2026,7,30,3,0,31,3,13.55,Gasolina,0,6.887432014986115,-6.887432014986115,6.887432014986115,Sin retraso,Retraso leve
1.41,18,92.58,23.92,1247.9,2026,2,17,1,0,8,1,17.833333333333332,Gasolina,41,12.033452949838296,28.966547050161704,28.966547050161704,Retraso alto,Retraso leve
1.57,67,324.13,25.18,2813.65,2026,2,23,0,0,9,1,8.15,Diesel,60,32.410895100413825,27.589104899586175,27.589104899586175,Retraso alto,Retraso alto
7.57,2,233.74,26.74,2441.7,2026,1,19,0,0,4,1,10.566666666666666,Diesel,0,8.933687348685611,-8.933687348685611,8.933687348685611,Sin retraso,Retraso leve
0.34,7,463.69,24.7,2908.45,2026,8,13,3,0,33,3,17.25,Gasolina,43,22.697614538596476,20.302385461403524,20.302385461403524,Retraso alto,Retraso moderado
0.49,36,314.8,25.84,2411.0,2026,2,4,2,0,6,1,8.733333333333333,Diesel,71,18.48752391392376,52.51247608607624,52.51247608607624,Retraso crítico,Retraso moderado
2.02,12,25.76,25.38,926.8,2026,5,29,4,0,22,2,5.916666666666667,Diesel,0,7.517374301823581,-7.517374301823581,7.517374301823581,Sin retraso,Retraso leve
4.06,47,495.72,25.34,3760.6,2026,7,2,3,0,27,3,13.9,Diesel,0,10.827334815912863,-10.827334815912863,10.827334815912863,Sin retraso,Retraso leve
0.31,10,23.59,26.14,728.95,2026,5,20,2,0,21,2,10.183333333333334,Diesel,0,7.05432453741128,-7.05432453741128,7.05432453741128,Sin retraso,Retraso leve
3.81,20,194.67,26.21,2014.35,2026,1,11,6,1,2,1,18.683333333333334,Diesel,0,10.918485601090723,-10.918485601090723,10.918485601090723,Sin retraso,Retraso leve
0.5,18,375.21,25.85,2570.05,2026,7,15,2,0,29,3,13.283333333333333,Gasolina,0,7.797219511850127,-7.797219511850127,7.797219511850127,Sin retraso,Retraso leve
1.45,10,96.71,25.27,1208.55,2026,4,28,1,0,18,2,8.233333333333333,Gasolina,0,14.581254236964721,-14.581254236964721,14.581254236964721,Sin retraso,Retraso leve
3.13,35,458.97,25.67,3387.85,2026,7,28,1,0,31,3,8.766666666666667,Diesel,0,28.015413609811162,-28.015413609811162,28.015413609811162,Sin retraso,Retraso moderado
5.85,73,118.96,24.61,2263.8,2026,5,16,5,1,20,2,14.066666666666666,Diesel,53,2.7446014497193407,50.25539855028066,50.25539855028066,Retraso alto,Retraso leve
0.73,24,325.57,25.56,2392.85,2026,2,6,4,0,6,1,16.283333333333335,Diesel,29,14.681435987301914,14.318564012698086,14.318564012698086,Retraso moderado,Retraso leve
5.77,55,473.64,25.64,3885.2,2026,6,9,1,0,24,2,17.066666666666666,Diesel,0,17.393604549375567,-17.393604549375567,17.393604549375567,Sin retraso,Retraso moderado
1.74,52,159.99,26.33,1889.95,2026,4,10,4,0,15,2,15.3,Diesel,0,3.454240655293974,-3.454240655293974,3.454240655293974,Sin retraso,Retraso leve
2.37,15,178.52,24.28,1749.6,2026,5,17,6,1,20,2,13.616666666666667,Diesel,0,3.4407598490703064,-3.4407598490703064,3.4407598490703064,Sin retraso,Retraso leve
1.48,12,499.61,24.48,3242.05,2026,3,18,2,0,12,1,13.966666666666667,Diesel,33,12.402949164673696,20.597050835326304,20.597050835326304,Retraso alto,Retraso leve
1.08,8,398.25,25.41,2663.25,2026,5,13,2,0,20,2,10.95,Gasolina,0,9.143152327432535,-9.143152327432535,9.143152327432535,Sin retraso,Retraso leve
1.2,7,433.66,23.75,2844.3,2026,2,4,2,0,6,1,11.916666666666666,Gasolina,0,16.71380170214793,-16.71380170214793,16.71380170214793,Sin retraso,Retraso moderado
0.66,38,282.29,25.57,2281.45,2026,3,13,4,0,11,1,6.416666666666667,Diesel,0,3.6470389469907634,-3.6470389469907634,3.6470389469907634,Sin retraso,Retraso leve
12.05,7,479.44,26.37,4158.2,2026,2,9,0,0,7,1,5.966666666666667,Diesel,0,10.753342649180887,-10.753342649180887,10.753342649180887,Sin retraso,Retraso leve
20.01,45,430.44,24.37,5013.2,2026,2,19,3,0,8,1,10.883333333333333,Diesel,49,14.304543186770893,34.69545681322911,34.69545681322911,Retraso alto,Retraso leve
14.07,61,320.62,25.93,3998.1,2026,1,19,0,0,4,1,5.683333333333334,Diesel,0,19.432282878477725,-19.432282878477725,19.432282878477725,Sin retraso,Retraso moderado
12.66,7,289.97,24.99,3271.85,2026,1,31,5,1,5,1,18.233333333333334,Diesel,0,21.947545267499727,-21.947545267499727,21.947545267499727,Sin retraso,Retraso moderado
0.71,25,25.27,24.47,897.35,2026,5,6,2,0,19,2,12.883333333333333,Gasolina,0,2.7141816963057903,-2.7141816963057903,2.7141816963057903,Sin retraso,Retraso leve
24.53,71,424.4,26.03,5643.0,2026,8,15,5,1,33,3,5.283333333333333,Diesel,0,12.915959635103015,-12.915959635103015,12.915959635103015,Sin retraso,Retraso leve
0.57,20,145.15,23.88,1442.75,2026,2,28,5,1,9,1,15.016666666666667,Gasolina,0,2.10286644721715,-2.10286644721715,2.10286644721715,Sin retraso,Retraso leve
2.83,16,262.26,25.11,2222.3,2026,7,16,3,0,29,3,7.2,Diesel,0,11.095550375578217,-11.095550375578217,11.095550375578217,Sin retraso,Retraso leve
7.84,75,390.58,25.31,3836.9,2026,2,8,6,1,6,1,13.333333333333334,Diesel,0,13.277653482862071,-13.277653482862071,13.277653482862071,Sin retraso,Retraso leve
1.32,21,388.87,24.27,2744.35,2026,5,18,0,0,21,2,14.05,Gasolina,40,12.8829297439431,27.1170702560569,27.1170702560569,Retraso alto,Retraso leve
1.78,16,206.8,24.73,1840.0,2026,5,10,6,1,19,2,15.666666666666666,Diesel,0,3.5180805132395765,-3.5180805132395765,3.5180805132395765,Sin retraso,Retraso leve
6.7,73,263.31,24.18,3070.55,2026,6,16,1,0,25,2,6.316666666666666,Diesel,0,2.078211984712871,-2.078211984712871,2.078211984712871,Sin retraso,Retraso leve
1.62,30,429.45,25.63,3049.25,2026,6,22,0,0,26,2,12.35,Gasolina,0,12.857239270234608,-12.857239270234608,12.857239270234608,Sin retraso,Retraso leve
1.35,38,247.26,24.85,2175.3,2026,3,15,6,1,11,1,7.85,Diesel,22,14.413351941744516,7.586648058255484,7.586648058255484,Retraso moderado,Retraso leve
1.8,34,347.04,23.62,2687.2,2026,7,11,5,1,28,3,14.166666666666666,Gasolina,0,9.665098091665854,-9.665098091665854,9.665098091665854,Sin retraso,Retraso leve
10.14,28,62.27,24.82,2049.35,2026,4,20,0,0,17,2,9.366666666666667,Diesel,0,10.40257365306359,-10.40257365306359,10.40257365306359,Sin retraso,Retraso leve
1.0,39,473.38,23.71,3278.9,2026,4,23,3,0,17,2,16.233333333333334,Gasolina,40,17.862589908510152,22.137410091489848,22.137410091489848,Retraso alto,Retraso moderado
2.28,10,284.22,25.79,2229.1,2026,4,19,6,1,16,2,20.816666666666666,Diesel,0,5.676934715509251,-5.676934715509251,5.676934715509251,Sin retraso,Retraso leve
1.56,41,190.95,26.78,1938.75,2026,5,16,5,1,20,2,10.616666666666667,Diesel,0,3.0513514622393365,-3.0513514622393365,3.0513514622393365,Sin retraso,Retraso leve
6.86,47,468.48,26.19,3904.4,2026,5,4,0,0,19,2,10.666666666666666,Diesel,39,9.445504011593439,29.55449598840656,29.55449598840656,Retraso alto,Retraso leve
0.82,46,194.75,24.05,1923.75,2026,1,18,6,1,3,1,8.616666666666667,Gasolina,0,12.163558344036344,-12.163558344036344,12.163558344036344,Sin retraso,Retraso leve
0.75,55,27.16,26.41,1150.8,2026,7,27,0,0,31,3,8.066666666666666,Diesel,0,15.445700918132447,-15.445700918132447,15.445700918132447,Sin retraso,Retraso moderado
1.11,27,187.26,24.05,1763.3,2026,8,13,3,0,33,3,9.416666666666666,Diesel,28,12.83926274327425,15.16073725672575,15.16073725672575,Retraso moderado,Retraso leve
7.46,52,439.63,26.6,3860.15,2026,5,23,5,1,21,2,17.8,Diesel,0,19.89363893140959,-19.89363893140959,19.89363893140959,Sin retraso,Retraso moderado
10.47,79,61.98,26.28,2488.9,2026,4,20,0,0,17,2,6.533333333333333,Diesel,0,8.919831469119213,-8.919831469119213,8.919831469119213,Sin retraso,Retraso leve
0.74,12,409.0,23.68,2715.0,2026,4,21,1,0,17,2,11.516666666666667,Gasolina,33,11.556777014262432,21.44322298573757,21.44322298573757,Retraso alto,Retraso leve
1.25,49,411.41,25.62,3074.05,2026,4,23,3,0,17,2,7.7,Gasolina,52,22.302666239871055,29.697333760128945,29.697333760128945,Retraso alto,Retraso moderado
0.46,70,320.66,23.61,2709.3,2026,7,4,5,1,27,3,19.0,Gasolina,0,32.39541482484949,-32.39541482484949,32.39541482484949,Sin retraso,Retraso alto
0.2,43,484.15,24.38,3284.75,2026,7,13,0,0,29,3,19.5,Diesel,62,34.58341764406162,27.41658235593838,27.41658235593838,Retraso crítico,Retraso alto
0.84,52,407.52,23.53,3037.6,2026,4,2,3,0,14,2,11.55,Gasolina,0,10.9752057559506,-10.9752057559506,10.9752057559506,Sin retraso,Retraso leve
2.02,43,300.47,24.2,2548.35,2026,1,20,1,0,4,1,14.633333333333333,Diesel,42,14.541003677042584,27.458996322957418,27.458996322957418,Retraso alto,Retraso leve
3.07,68,252.07,25.88,2611.35,2026,3,27,4,0,13,1,16.283333333333335,Diesel,28,2.2819918963269843,25.718008103673014,25.718008103673014,Retraso moderado,Retraso leve
9.55,44,160.04,24.73,2607.2,2026,6,19,4,0,25,2,7.35,Diesel,0,21.14829127316871,-21.14829127316871,21.14829127316871,Sin retraso,Retraso moderado
0.62,56,22.68,25.64,1123.4,2026,6,2,1,0,23,2,7.35,Gasolina,0,17.306833960157693,-17.306833960157693,17.306833960157693,Sin retraso,Retraso moderado
4.66,27,138.11,26.31,1872.55,2026,2,9,0,0,7,1,5.566666666666666,Diesel,0,4.145385926731855,-4.145385926731855,4.145385926731855,Sin retraso,Retraso leve
1.62,4,315.35,25.38,2270.75,2026,7,26,6,1,30,3,18.3,Gasolina,0,28.959457088300432,-28.959457088300432,28.959457088300432,Sin retraso,Retraso moderado
4.08,13,471.71,24.3,3370.55,2026,1,28,2,0,5,1,9.583333333333334,Diesel,0,31.381250443750883,-31.381250443750883,31.381250443750883,Sin retraso,Retraso alto
2.09,78,392.82,25.0,3297.1,2026,1,21,2,0,4,1,5.566666666666666,Diesel,0,11.139100390503454,-11.139100390503454,11.139100390503454,Sin retraso,Retraso leve
0.56,58,306.17,23.28,2550.85,2026,3,21,5,1,12,1,12.5,Gasolina,0,11.263376006161318,-11.263376006161318,11.263376006161318,Sin retraso,Retraso leve
0.53,37,415.55,25.02,2926.75,2026,2,26,3,0,9,1,8.833333333333334,Diesel,0,22.68485670289399,-22.68485670289399,22.68485670289399,Sin retraso,Retraso moderado
0.47,49,60.79,23.91,1242.95,2026,6,17,2,0,25,2,12.7,Gasolina,0,1.2718027692439187,-1.2718027692439187,1.2718027692439187,Sin retraso,Retraso leve
1.02,80,98.36,24.74,1733.8,2026,5,2,5,1,18,2,8.466666666666667,Gasolina,0,19.048564091468386,-19.048564091468386,19.048564091468386,Sin retraso,Retraso moderado
1.55,44,26.31,24.87,1138.55,2026,5,30,5,1,22,2,17.5,Diesel,0,12.979603814891709,-12.979603814891709,12.979603814891709,Sin retraso,Retraso leve
0.67,80,478.07,26.9,3597.35,2026,4,13,0,0,16,2,19.133333333333333,Diesel,67,32.93342638140951,34.06657361859049,34.06657361859049,Retraso crítico,Retraso alto
0.82,32,170.87,26.97,1692.35,2026,6,2,1,0,23,2,11.25,Diesel,0,3.1301207738181573,-3.1301207738181573,3.1301207738181573,Sin retraso,Retraso leve
0.83,79,204.21,25.6,2236.05,2026,1,20,1,0,4,1,11.4,Gasolina,0,5.0417406259612605,-5.0417406259612605,5.0417406259612605,Sin retraso,Retraso leve
10.47,76,132.15,25.27,2815.75,2026,5,11,0,0,20,2,18.716666666666665,Diesel,54,9.767597153702864,44.232402846297134,44.232402846297134,Retraso alto,Retraso leve
