retraso_real_minutos,retraso_predicho_minutos,error_minutos,error_absoluto_minutos,nivel_retraso_real
0,27.136383375116488,-27.136383375116488,27.136383375116488,Sin retraso
0,15.031469582711633,-15.031469582711633,15.031469582711633,Sin retraso
0,16.650391833102923,-16.650391833102923,16.650391833102923,Sin retraso
79,7.353806271317819,71.64619372868218,71.64619372868218,Retraso alto
0,2.1207587482930412,-2.1207587482930412,2.1207587482930412,Sin retraso
0,8.507158617346516,-8.507158617346516,8.507158617346516,Sin retraso
0,19.211731077603833,-19.211731077603833,19.211731077603833,Sin retraso
0,2.534241939698825,-2.534241939698825,2.534241939698825,Sin retraso
0,7.688751428207416,-7.688751428207416,7.688751428207416,Sin retraso
0,12.89645714671796,-12.89645714671796,12.89645714671796,Sin retraso
25,27.61600133461673,-2.6160013346167297,2.6160013346167297,Retraso medio
0,6.133702714909009,-6.133702714909009,6.133702714909009,Sin retraso
24,6.269792454309015,17.730207545690984,17.730207545690984,Retraso medio
0,15.842394335499144,-15.842394335499144,15.842394335499144,Sin retraso
0,15.521534236926584,-15.521534236926584,15.521534236926584,Sin retraso
0,3.089608641369031,-3.089608641369031,3.089608641369031,Sin retraso
0,3.956123331070395,-3.956123331070395,3.956123331070395,Sin retraso
0,1.9415632644870862,-1.9415632644870862,1.9415632644870862,Sin retraso
10,4.650107342764231,5.349892657235769,5.349892657235769,Retraso leve
40,12.658382772109729,27.34161722789027,27.34161722789027,Retraso alto
50,12.566853358935566,37.43314664106443,37.43314664106443,Retraso alto
58,6.1822068832349855,51.81779311676502,51.81779311676502,Retraso alto
0,20.875830761588592,-20.875830761588592,20.875830761588592,Sin retraso
0,12.014189344560954,-12.014189344560954,12.014189344560954,Sin retraso
60,31.588968614063578,28.411031385936422,28.411031385936422,Retraso alto
29,11.894390354166735,17.105609645833265,17.105609645833265,Retraso medio
47,2.9859067655865474,44.01409323441345,44.01409323441345,Retraso alto
0,12.677889596017515,-12.677889596017515,12.677889596017515,Sin retraso
0,12.379011960709573,-12.379011960709573,12.379011960709573,Sin retraso
38,20.588058253855923,17.411941746144077,17.411941746144077,Retraso alto
0,13.689095767598571,-13.689095767598571,13.689095767598571,Sin retraso
0,25.202613285711767,-25.202613285711767,25.202613285711767,Sin retraso
0,6.032958810729325,-6.032958810729325,6.032958810729325,Sin retraso
36,24.6246727799865,11.3753272200135,11.3753272200135,Retraso alto
0,2.618057633171893,-2.618057633171893,2.618057633171893,Sin retraso
0,11.867938122297346,-11.867938122297346,11.867938122297346,Sin retraso
0,5.500734914630804,-5.500734914630804,5.500734914630804,Sin retraso
0,4.486619556219774,-4.486619556219774,4.486619556219774,Sin retraso
0,18.62239652940485,-18.62239652940485,18.62239652940485,Sin retraso
0,14.439030322751599,-14.439030322751599,14.439030322751599,Sin retraso
0,3.1673368779389035,-3.1673368779389035,3.1673368779389035,Sin retraso
0,14.936805858765746,-14.936805858765746,14.936805858765746,Sin retraso
0,4.368136988275002,-4.368136988275002,4.368136988275002,Sin retraso
0,6.403915722820223,-6.403915722820223,6.403915722820223,Sin retraso
0,13.409850021356194,-13.409850021356194,13.409850021356194,Sin retraso
0,3.1756118758423657,-3.1756118758423657,3.1756118758423657,Sin retraso
0,5.4909651533696024,-5.4909651533696024,5.4909651533696024,Sin retraso
41,11.004466319489985,29.995533680510015,29.995533680510015,Retraso alto
60,31.342081379143092,28.657918620856908,28.657918620856908,Retraso alto
0,7.903849137074645,-7.903849137074645,7.903849137074645,Sin retraso
43,23.016676585042234,19.983323414957766,19.983323414957766,Retraso alto
71,19.732723173185068,51.267276826814935,51.267276826814935,Retraso alto
0,6.2632184363596055,-6.2632184363596055,6.2632184363596055,Sin retraso
0,10.880753870022067,-10.880753870022067,10.880753870022067,Sin retraso
0,7.323562651694477,-7.323562651694477,7.323562651694477,Sin retraso
0,11.81154888566319,-11.81154888566319,11.81154888566319,Sin retraso
0,9.879329881729427,-9.879329881729427,9.879329881729427,Sin retraso
0,14.494139678760378,-14.494139678760378,14.494139678760378,Sin retraso
0,24.49322857675427,-24.49322857675427,24.49322857675427,Sin retraso
53,4.013448879766789,48.98655112023321,48.98655112023321,Retraso alto
29,14.562013798881646,14.437986201118354,14.437986201118354,Retraso medio
0,20.014120627295043,-20.014120627295043,20.014120627295043,Sin retraso
0,4.599320119064426,-4.599320119064426,4.599320119064426,Sin retraso
0,4.160330857384599,-4.160330857384599,4.160330857384599,Sin retraso
33,11.980327798988966,21.019672201011034,21.019672201011034,Retraso alto
0,10.603835555648246,-10.603835555648246,10.603835555648246,Sin retraso
0,15.144595745084212,-15.144595745084212,15.144595745084212,Sin retraso
0,4.027108895746306,-4.027108895746306,4.027108895746306,Sin retraso
0,9.506753628300102,-9.506753628300102,9.506753628300102,Sin retraso
49,14.913451729844773,34.08654827015523,34.08654827015523,Retraso alto
0,19.36975002449124,-19.36975002449124,19.36975002449124,Sin retraso
0,19.71945842788417,-19.71945842788417,19.71945842788417,Sin retraso
0,3.513517326859594,-3.513517326859594,3.513517326859594,Sin retraso
0,13.725403214606056,-13.725403214606056,13.725403214606056,Sin retraso
0,2.9032082826581154,-2.9032082826581154,2.9032082826581154,Sin retraso
0,10.48668195222779,-10.48668195222779,10.48668195222779,Sin retraso
0,14.050935109291396,-14.050935109291396,14.050935109291396,Sin retraso
40,12.715511396497709,27.28448860350229,27.28448860350229,Retraso alto
0,4.0053069296964985,-4.0053069296964985,4.0053069296964985,Sin retraso
0,3.254497613232004,-3.254497613232004,3.254497613232004,Sin retraso
0,11.98533661061087,-11.98533661061087,11.98533661061087,Sin retraso
22,13.497283751495504,8.502716248504496,8.502716248504496,Retraso medio
0,11.768061628821313,-11.768061628821313,11.768061628821313,Sin retraso
0,10.530512268877368,-10.530512268877368,10.530512268877368,Sin retraso
40,13.226758875020316,26.773241124979684,26.773241124979684,Retraso alto
0,5.722108871155147,-5.722108871155147,5.722108871155147,Sin retraso
0,4.145702419406062,-4.145702419406062,4.145702419406062,Sin retraso
39,10.069586494548602,28.930413505451398,28.930413505451398,Retraso alto
0,11.14167349947762,-11.14167349947762,11.14167349947762,Sin retraso
0,13.24820795983547,-13.24820795983547,13.24820795983547,Sin retraso
28,13.075023943389663,14.924976056610337,14.924976056610337,Retraso medio
0,18.250134318519166,-18.250134318519166,18.250134318519166,Sin retraso
0,9.347566361939867,-9.347566361939867,9.347566361939867,Sin retraso
33,12.625761740379021,20.37423825962098,20.37423825962098,Retraso alto
52,23.327408140975265,28.672591859024735,28.672591859024735,Retraso alto
0,29.23415767638885,-29.23415767638885,29.23415767638885,Sin retraso
62,32.78481707155194,29.21518292844806,29.21518292844806,Retraso alto
0,12.316466274414461,-12.316466274414461,12.316466274414461,Sin retraso
42,12.537843944964559,29.462156055035443,29.462156055035443,Retraso alto
28,3.6211590762700556,24.378840923729946,24.378840923729946,Retraso medio
0,17.380420131942433,-17.380420131942433,17.380420131942433,Sin retraso
0,16.20847570495955,-16.20847570495955,16.20847570495955,Sin retraso
0,3.972248427751194,-3.972248427751194,3.972248427751194,Sin retraso
0,25.582246725566037,-25.582246725566037,25.582246725566037,Sin retraso
0,29.80147300390324,-29.80147300390324,29.80147300390324,Sin retraso
0,11.361369881908367,-11.361369881908367,11.361369881908367,Sin retraso
0,11.865857575244622,-11.865857575244622,11.865857575244622,Sin retraso
0,23.01442201952796,-23.01442201952796,23.01442201952796,Sin retraso
0,2.457467946761303,-2.457467946761303,2.457467946761303,Sin retraso
0,16.564055290481235,-16.564055290481235,16.564055290481235,Sin retraso
0,13.159950070917407,-13.159950070917407,13.159950070917407,Sin retraso
67,31.6608484064406,35.3391515935594,35.3391515935594,Retraso alto
0,3.9592267490813695,-3.9592267490813695,3.9592267490813695,Sin retraso
0,4.2154775989390005,-4.2154775989390005,4.2154775989390005,Sin retraso
54,10.479945556040002,43.52005444396,43.52005444396,Retraso alto
0,11.419395295485703,-11.419395295485703,11.419395295485703,Sin retraso
0,27.942678414000564,-27.942678414000564,27.942678414000564,Sin retraso
0,21.040377247338885,-21.040377247338885,21.040377247338885,Sin retraso
0,4.8086974338600665,-4.8086974338600665,4.8086974338600665,Sin retraso
0,7.977247959042103,-7.977247959042103,7.977247959042103,Sin retraso
81,21.672597397340102,59.3274026026599,59.3274026026599,Retraso alto
0,18.997900462912618,-18.997900462912618,18.997900462912618,Sin retraso
0,5.1954413831387365,-5.1954413831387365,5.1954413831387365,Sin retraso
0,10.244086617143289,-10.244086617143289,10.244086617143289,Sin retraso
0,2.4364759692608335,-2.4364759692608335,2.4364759692608335,Sin retraso
0,3.3842912599764365,-3.3842912599764365,3.3842912599764365,Sin retraso
62,19.684580400792346,42.31541959920766,42.31541959920766,Retraso alto
20,5.876474293495338,14.123525706504662,14.123525706504662,Retraso medio
0,11.696765892078297,-11.696765892078297,11.696765892078297,Sin retraso
0,19.649955862864026,-19.649955862864026,19.649955862864026,Sin retraso
0,16.825621173168546,-16.825621173168546,16.825621173168546,Sin retraso
59,23.3320998388318,35.6679001611682,35.6679001611682,Retraso alto
0,17.071164373349117,-17.071164373349117,17.071164373349117,Sin retraso
0,12.2871793165879,-12.2871793165879,12.2871793165879,Sin retraso
0,13.384757363883807,-13.384757363883807,13.384757363883807,Sin retraso
36,12.244827101485022,23.755172898514978,23.755172898514978,Retraso alto
0,10.430712657714189,-10.430712657714189,10.430712657714189,Sin retraso
42,22.180766438228556,19.819233561771444,19.819233561771444,Retraso alto
0,12.99924211085833,-12.99924211085833,12.99924211085833,Sin retraso
48,9.206474666160137,38.79352533383987,38.79352533383987,Retraso alto
0,16.31214740281722,-16.31214740281722,16.31214740281722,Sin retraso
0,33.73085074443046,-33.73085074443046,33.73085074443046,Sin retraso
45,16.08592196275984,28.91407803724016,28.91407803724016,Retraso alto
0,13.900554460607209,-13.900554460607209,13.900554460607209,Sin retraso
0,30.636312732334513,-30.636312732334513,30.636312732334513,Sin retraso
0,3.0211622701412346,-3.0211622701412346,3.0211622701412346,Sin retraso
0,13.621228729506411,-13.621228729506411,13.621228729506411,Sin retraso
0,24.94413334091632,-24.94413334091632,24.94413334091632,Sin retraso
42,21.246746387722233,20.753253612277767,20.753253612277767,Retraso alto
0,3.143361886949558,-3.143361886949558,3.143361886949558,Sin retraso
60,22.24370342040412,37.75629657959588,37.75629657959588,Retraso alto
0,26.353931099616542,-26.353931099616542,26.353931099616542,Sin retraso
0,8.558181148711824,-8.558181148711824,8.558181148711824,Sin retraso
0,11.219582497435374,-11.219582497435374,11.219582497435374,Sin retraso
0,3.8755938708802145,-3.8755938708802145,3.8755938708802145,Sin retraso
16,7.922909717406948,8.077090282593051,8.077090282593051,Retraso medio
0,4.756276961335405,-4.756276961335405,4.756276961335405,Sin retraso
0,23.112357216314606,-23.112357216314606,23.112357216314606,Sin retraso
0,12.584907631899709,-12.584907631899709,12.584907631899709,Sin retraso
0,18.145374812524246,-18.145374812524246,18.145374812524246,Sin retraso
22,14.014152957103573,7.985847042896427,7.985847042896427,Retraso medio
39,12.680198056342958,26.31980194365704,26.31980194365704,Retraso alto
0,33.2773009258946,-33.2773009258946,33.2773009258946,Sin retraso
47,33.80226654003282,13.197733459967182,13.197733459967182,Retraso alto
50,29.63514255050317,20.36485744949683,20.36485744949683,Retraso alto
0,9.24285314868549,-9.24285314868549,9.24285314868549,Sin retraso
0,2.170930004063552,-2.170930004063552,2.170930004063552,Sin retraso
0,9.715970714876356,-9.715970714876356,9.715970714876356,Sin retraso
0,4.404010535423168,-4.404010535423168,4.404010535423168,Sin retraso
0,9.362456298168286,-9.362456298168286,9.362456298168286,Sin retraso
56,18.08252381132858,37.917476188671415,37.917476188671415,Retraso alto
21,5.952208534056958,15.047791465943043,15.047791465943043,Retraso medio
57,22.532345605683098,34.4676543943169,34.4676543943169,Retraso alto
0,21.91008084015378,-21.91008084015378,21.91008084015378,Sin retraso
0,14.106570379387005,-14.106570379387005,14.106570379387005,Sin retraso
0,12.248366211648758,-12.248366211648758,12.248366211648758,Sin retraso
0,24.38936976167169,-24.38936976167169,24.38936976167169,Sin retraso
0,13.55871298422581,-13.55871298422581,13.55871298422581,Sin retraso
0,19.786018164791702,-19.786018164791702,19.786018164791702,Sin retraso
25,12.795156475566639,12.204843524433361,12.204843524433361,Retraso medio
0,4.359609331812989,-4.359609331812989,4.359609331812989,Sin retraso
0,27.426098567320732,-27.426098567320732,27.426098567320732,Sin retraso
0,14.860670709855228,-14.860670709855228,14.860670709855228,Sin retraso
45,29.749970852311936,15.250029147688064,15.250029147688064,Retraso alto
51,7.615565097685156,43.384434902314844,43.384434902314844,Retraso alto
0,3.4839315731548726,-3.4839315731548726,3.4839315731548726,Sin retraso
0,9.42595756588881,-9.42595756588881,9.42595756588881,Sin retraso
0,5.026026706104895,-5.026026706104895,5.026026706104895,Sin retraso
0,4.855936123008695,-4.855936123008695,4.855936123008695,Sin retraso
34,24.95989329744293,9.040106702557068,9.040106702557068,Retraso alto
0,2.89576349200593,-2.89576349200593,2.89576349200593,Sin retraso
0,12.36630174125738,-12.36630174125738,12.36630174125738,Sin retraso
43,12.149208013065344,30.850791986934656,30.850791986934656,Retraso alto
67,29.480973222073494,37.519026777926506,37.519026777926506,Retraso alto
0,5.085423940581509,-5.085423940581509,5.085423940581509,Sin retraso
31,10.779092123333939,20.22090787666606,20.22090787666606,Retraso alto
0,23.290827148133758,-23.290827148133758,23.290827148133758,Sin retraso
0,10.631829059883176,-10.631829059883176,10.631829059883176,Sin retraso
0,6.554993227443187,-6.554993227443187,6.554993227443187,Sin retraso
0,23.87909999845,-23.87909999845,23.87909999845,Sin retraso
43,8.42631299485234,34.57368700514766,34.57368700514766,Retraso alto
0,13.658477930382412,-13.658477930382412,13.658477930382412,Sin retraso
0,2.472542177042353,-2.472542177042353,2.472542177042353,Sin retraso
15,2.787485441497177,12.212514558502823,12.212514558502823,Retraso leve
0,18.02346104151914,-18.02346104151914,18.02346104151914,Sin retraso
0,10.482089094562546,-10.482089094562546,10.482089094562546,Sin retraso
0,10.9824499608016,-10.9824499608016,10.9824499608016,Sin retraso
0,27.18575891654691,-27.18575891654691,27.18575891654691,Sin retraso
46,5.314308683964347,40.68569131603565,40.68569131603565,Retraso alto
0,13.495840450239928,-13.495840450239928,13.495840450239928,Sin retraso
0,12.736313140936206,-12.736313140936206,12.736313140936206,Sin retraso
0,4.112922154681876,-4.112922154681876,4.112922154681876,Sin retraso
27,10.011081091786318,16.988918908213684,16.988918908213684,Retraso medio
0,9.399391051250724,-9.399391051250724,9.399391051250724,Sin retraso
0,2.2965348885211943,-2.2965348885211943,2.2965348885211943,Sin retraso
57,28.563755085988593,28.436244914011407,28.436244914011407,Retraso alto
0,11.494190307126857,-11.494190307126857,11.494190307126857,Sin retraso
30,13.578597565152549,16.42140243484745,16.42140243484745,Retraso medio
0,5.454196777667277,-5.454196777667277,5.454196777667277,Sin retraso
0,13.358269807194272,-13.358269807194272,13.358269807194272,Sin retraso
0,25.33808244451604,-25.33808244451604,25.33808244451604,Sin retraso
45,12.15479779950573,32.84520220049427,32.84520220049427,Retraso alto
0,18.96618427362521,-18.96618427362521,18.96618427362521,Sin retraso
0,11.259654585502977,-11.259654585502977,11.259654585502977,Sin retraso
44,27.233072217366743,16.766927782633257,16.766927782633257,Retraso alto
52,30.905002580662163,21.094997419337837,21.094997419337837,Retraso alto
0,2.4948772276686255,-2.4948772276686255,2.4948772276686255,Sin retraso
0,2.156328352504168,-2.156328352504168,2.156328352504168,Sin retraso
0,3.8496184968892595,-3.8496184968892595,3.8496184968892595,Sin retraso
0,23.723307457033748,-23.723307457033748,23.723307457033748,Sin retraso
0,13.99118738227943,-13.99118738227943,13.99118738227943,Sin retraso
0,11.186268732808042,-11.186268732808042,11.186268732808042,Sin retraso
22,7.523207561066689,14.47679243893331,14.47679243893331,Retraso medio
0,9.594213258407663,-9.594213258407663,9.594213258407663,Sin retraso
0,15.363950551966255,-15.363950551966255,15.363950551966255,Sin retraso
0,4.268662959799289,-4.268662959799289,4.268662959799289,Sin retraso
0,12.521703412260742,-12.521703412260742,12.521703412260742,Sin retraso
0,11.746942620432119,-11.746942620432119,11.746942620432119,Sin retraso
0,8.853372150597728,-8.853372150597728,8.853372150597728,Sin retraso
0,3.7175207136642836,-3.7175207136642836,3.7175207136642836,Sin retraso
0,13.92386867814374,-13.92386867814374,13.92386867814374,Sin retraso
0,3.6875255309392725,-3.6875255309392725,3.6875255309392725,Sin retraso
0,26.89740962085508,-26.89740962085508,26.89740962085508,Sin retraso
0,2.863450963866482,-2.863450963866482,2.863450963866482,Sin retraso
0,6.179779431650575,-6.179779431650575,6.179779431650575,Sin retraso
0,23.27735112982725,-23.27735112982725,23.27735112982725,Sin retraso
0,24.476005908478072,-24.476005908478072,24.476005908478072,Sin retraso
44,12.524064682101955,31.475935317898045,31.475935317898045,Retraso alto
0,2.314592107948906,-2.314592107948906,2.314592107948906,Sin retraso
43,17.220550015247845,25.779449984752155,25.779449984752155,Retraso alto
0,9.948646749665095,-9.948646749665095,9.948646749665095,Sin retraso
54,22.298131280468127,31.701868719531873,31.701868719531873,Retraso alto
0,3.156740287836247,-3.156740287836247,3.156740287836247,Sin retraso
0,26.327867077107516,-26.327867077107516,26.327867077107516,Sin retraso
0,12.112372045655366,-12.112372045655366,12.112372045655366,Sin retraso
0,6.151481838572212,-6.151481838572212,6.151481838572212,Sin retraso
0,8.12532496146623,-8.12532496146623,8.12532496146623,Sin retraso
0,15.88686070031394,-15.88686070031394,15.88686070031394,Sin retraso
0,5.043361500160382,-5.043361500160382,5.043361500160382,Sin retraso
72,23.65798525107076,48.342014748929245,48.342014748929245,Retraso alto
0,5.504021865362147,-5.504021865362147,5.504021865362147,Sin retraso
0,19.898731485969176,-19.898731485969176,19.898731485969176,Sin retraso
37,11.116765564555221,25.883234435444777,25.883234435444777,Retraso alto
41,26.030200732945026,14.969799267054974,14.969799267054974,Retraso alto
0,3.999617736766942,-3.999617736766942,3.999617736766942,Sin retraso
0,30.880854044098193,-30.880854044098193,30.880854044098193,Sin retraso
0,22.57615045938035,-22.57615045938035,22.57615045938035,Sin retraso
0,11.354461150201443,-11.354461150201443,11.354461150201443,Sin retraso
0,4.156391498335039,-4.156391498335039,4.156391498335039,Sin retraso
36,15.709503011796713,20.290496988203287,20.290496988203287,Retraso alto
39,11.265610035870141,27.73438996412986,27.73438996412986,Retraso alto
0,5.465069893056724,-5.465069893056724,5.465069893056724,Sin retraso
0,20.6124993688203,-20.6124993688203,20.6124993688203,Sin retraso
0,17.12557274335664,-17.12557274335664,17.12557274335664,Sin retraso
0,9.816794461571854,-9.816794461571854,9.816794461571854,Sin retraso
0,11.296031812123909,-11.296031812123909,11.296031812123909,Sin retraso
0,3.5132179080531607,-3.5132179080531607,3.5132179080531607,Sin retraso
0,13.011955394032439,-13.011955394032439,13.011955394032439,Sin retraso
0,1.9357431861848102,-1.9357431861848102,1.9357431861848102,Sin retraso
0,9.951897295903521,-9.951897295903521,9.951897295903521,Sin retraso
0,4.031700017074701,-4.031700017074701,4.031700017074701,Sin retraso
0,23.40717462088193,-23.40717462088193,23.40717462088193,Sin retraso
0,24.316477535119827,-24.316477535119827,24.316477535119827,Sin retraso
45,8.880023733331972,36.119976266668026,36.119976266668026,Retraso alto
0,14.84373082227804,-14.84373082227804,14.84373082227804,Sin retraso
0,12.826703793342753,-12.826703793342753,12.826703793342753,Sin retraso
0,15.320013131091441,-15.320013131091441,15.320013131091441,Sin retraso
0,21.07224497070706,-21.07224497070706,21.07224497070706,Sin retraso
49,21.625368259909884,27.374631740090116,27.374631740090116,Retraso alto
0,10.968137413425168,-10.968137413425168,10.968137413425168,Sin retraso
0,13.103928114742757,-13.103928114742757,13.103928114742757,Sin retraso
43,8.580108962959505,34.41989103704049,34.41989103704049,Retraso alto
0,8.494570180368752,-8.494570180368752,8.494570180368752,Sin retraso
29,11.611034384841517,17.388965615158483,17.388965615158483,Retraso medio
0,5.094715390137498,-5.094715390137498,5.094715390137498,Sin retraso
0,4.978683054774819,-4.978683054774819,4.978683054774819,Sin retraso
0,9.393200932188375,-9.393200932188375,9.393200932188375,Sin retraso
0,11.938011978795561,-11.938011978795561,11.938011978795561,Sin retraso
0,9.21982249661638,-9.21982249661638,9.21982249661638,Sin retraso
0,15.172789310774029,-15.172789310774029,15.172789310774029,Sin retraso
40,13.068917951116449,26.931082048883553,26.931082048883553,Retraso alto
0,15.86419341855462,-15.86419341855462,15.86419341855462,Sin retraso
0,18.4198385353309,-18.4198385353309,18.4198385353309,Sin retraso
0,22.123755012599464,-22.123755012599464,22.123755012599464,Sin retraso
0,18.072063942567443,-18.072063942567443,18.072063942567443,Sin retraso
0,27.01399890754352,-27.01399890754352,27.01399890754352,Sin retraso
0,15.66931895139038,-15.66931895139038,15.66931895139038,Sin retraso
0,6.9606963609599415,-6.9606963609599415,6.9606963609599415,Sin retraso
35,23.18974280863865,11.810257191361352,11.810257191361352,Retraso alto
57,30.68605784593231,26.31394215406769,26.31394215406769,Retraso alto
57,31.272155440781116,25.727844559218884,25.727844559218884,Retraso alto
36,28.760491144986407,7.239508855013593,7.239508855013593,Retraso alto
0,14.43265110912209,-14.43265110912209,14.43265110912209,Sin retraso
0,5.174542185528919,-5.174542185528919,5.174542185528919,Sin retraso
0,12.192395645320435,-12.192395645320435,12.192395645320435,Sin retraso
0,21.94933328513606,-21.94933328513606,21.94933328513606,Sin retraso
21,5.194833134197235,15.805166865802764,15.805166865802764,Retraso medio
0,7.709330940796413,-7.709330940796413,7.709330940796413,Sin retraso
0,10.790021242552887,-10.790021242552887,10.790021242552887,Sin retraso
24,4.373425949026811,19.62657405097319,19.62657405097319,Retraso medio
0,25.119235948491728,-25.119235948491728,25.119235948491728,Sin retraso
36,6.358002395911567,29.641997604088434,29.641997604088434,Retraso alto
0,4.608946488175886,-4.608946488175886,4.608946488175886,Sin retraso
22,2.6104692089854926,19.389530791014508,19.389530791014508,Retraso medio
0,4.0387546638562375,-4.0387546638562375,4.0387546638562375,Sin retraso
0,4.394417049534814,-4.394417049534814,4.394417049534814,Sin retraso
0,2.7385621153370563,-2.7385621153370563,2.7385621153370563,Sin retraso
0,12.08853719328627,-12.08853719328627,12.08853719328627,Sin retraso
0,3.088401349933994,-3.088401349933994,3.088401349933994,Sin retraso
0,5.633837512987185,-5.633837512987185,5.633837512987185,Sin retraso
0,8.094550410100188,-8.094550410100188,8.094550410100188,Sin retraso
0,17.277707303495607,-17.277707303495607,17.277707303495607,Sin retraso
0,8.114789658006728,-8.114789658006728,8.114789658006728,Sin retraso
0,9.646473407518235,-9.646473407518235,9.646473407518235,Sin retraso
64,11.785236821414475,52.21476317858553,52.21476317858553,Retraso alto
0,3.3113987112516683,-3.3113987112516683,3.3113987112516683,Sin retraso
0,9.927693308388603,-9.927693308388603,9.927693308388603,Sin retraso
0,31.798763063891915,-31.798763063891915,31.798763063891915,Sin retraso
26,10.539796891866656,15.460203108133344,15.460203108133344,Retraso medio
10,3.671011658117644,6.328988341882356,6.328988341882356,Retraso leve
0,7.334366606130268,-7.334366606130268,7.334366606130268,Sin retraso
0,8.76601807089562,-8.76601807089562,8.76601807089562,Sin retraso
0,13.651640562970137,-13.651640562970137,13.651640562970137,Sin retraso
0,20.58696223871638,-20.58696223871638,20.58696223871638,Sin retraso
0,3.0764413349259443,-3.0764413349259443,3.0764413349259443,Sin retraso
0,3.4769900563070193,-3.4769900563070193,3.4769900563070193,Sin retraso
0,10.989412926141416,-10.989412926141416,10.989412926141416,Sin retraso
0,7.600733309877246,-7.600733309877246,7.600733309877246,Sin retraso
0,10.369272931315678,-10.369272931315678,10.369272931315678,Sin retraso
0,2.9370455828359576,-2.9370455828359576,2.9370455828359576,Sin retraso
0,22.356913363187356,-22.356913363187356,22.356913363187356,Sin retraso
35,20.78612904001787,14.213870959982131,14.213870959982131,Retraso alto
48,11.83730091109491,36.162699088905086,36.162699088905086,Retraso alto
21,13.594536145435718,7.405463854564282,7.405463854564282,Retraso medio
0,5.177263354281731,-5.177263354281731,5.177263354281731,Sin retraso
41,8.348071011068864,32.65192898893113,32.65192898893113,Retraso alto
0,7.765309829552067,-7.765309829552067,7.765309829552067,Sin retraso
0,10.875479862637196,-10.875479862637196,10.875479862637196,Sin retraso
0,8.598454975818434,-8.598454975818434,8.598454975818434,Sin retraso
0,12.351042853254024,-12.351042853254024,12.351042853254024,Sin retraso
0,5.689625605982697,-5.689625605982697,5.689625605982697,Sin retraso
26,2.4455088288719637,23.554491171128035,23.554491171128035,Retraso medio
0,21.94941647471257,-21.94941647471257,21.94941647471257,Sin retraso
41,9.618976157510069,31.38102384248993,31.38102384248993,Retraso alto
0,9.659325362491927,-9.659325362491927,9.659325362491927,Sin retraso
43,6.593681741349423,36.40631825865058,36.40631825865058,Retraso alto
0,5.185085995706418,-5.185085995706418,5.185085995706418,Sin retraso
0,4.85178106663457,-4.85178106663457,4.85178106663457,Sin retraso
